"";"HumanEntrez"
"6722";84946
"6723";131450
"6724";151888
"6725";23348
"6726";169841
"6727";126767
"6728";91252
"6729";400258
"6730";8870
"6731";55262
"6732";399979
"6733";57609
"6734";9221
"6735";56954
"6736";52
"6737";2103
"6738";57019
"6739";148066
"6740";83875
"6741";10567
"6742";5462
"6743";65082
"6744";6555
"6745";27022
"6746";100169851
"6747";343990
"6748";4074
"6749";23274
"6750";83987
"6751";116254
"6752";64412
"6753";90102
"6754";1607
"6755";57496
"6756";79913
"6757";222950
"6758";3040
"6759";3039
"6760";23037
"6761";25907
"6762";23207
"6763";55715
"6764";1831
"6765";5518
"6766";2535
"6767";10850
"6768";79490
"6769";5881
"6770";148870
"6771";196541
"6772";388284
"6773";57644
"6774";8698
"6775";374920
"6776";51451
"6777";2185
"6778";6624
"6779";7414
"6780";392399
"6781";134429
"6782";85413
"6783";23597
"6784";9727
"6785";899
"6786";23358
"6787";3673
"6788";100128327
"6789";1728
"6790";25858
"6791";100132994
"6792";100130361
"6793";6909
"6794";51014
"6795";100302736
"6796";64210
"6797";55805
"6798";3684
"6799";224
"6800";10376
"6801";746
"6802";10081
"6803";2
"6804";345062
"6805";1069
"6806";152559
"6807";29940
"6808";2332
"6809";27347
"6810";4312
"6811";930
"6812";3316
"6813";442903
"6814";23165
"6815";9908
"6816";3732
"6817";51347
"6818";4077
"6819";4792
"6820";1610
"6821";345651
"6822";84795
"6823";157869
"6824";23339
"6825";23030
"6826";80012
"6827";3670
"6828";119504
"6829";246778
"6830";3625
"6831";1811
"6832";3801
"6833";87178
"6834";8603
"6835";9127
"6836";6616
"6837";6617
"6838";4790
"6839";283471
"6840";4851
"6841";83640
"6842";85445
"6843";225689
"6844";823
"6845";100533183
"6846";144347
"6847";60482
"6848";80742
"6849";123207
"6850";83439
"6851";7476
"6852";4439
"6853";126299
"6854";91304
"6855";54891
"6856";10289
"6857";79699
"6858";84513
"6859";221443
"6860";55168
"6861";3306
"6862";22827
"6863";8604
"6864";10199
"6865";717
"6866";100131755
"6867";256643
"6868";692072
"6869";64745
"6870";80834
"6871";9754
"6872";145226
"6873";5701
"6874";6311
"6875";970
"6876";79192
"6877";84888
"6878";9904
"6879";79865
"6880";6343
"6881";30815
"6882";195827
"6883";11163
"6884";55156
"6885";65056
"6886";1690
"6887";168544
"6888";1418
"6889";26011
"6890";4702
"6891";8501
"6892";92092
"6893";1415
"6894";51301
"6895";129521
"6896";427
"6897";5481
"6898";8800
"6899";55843
"6900";1376
"6901";55109
"6902";406973
"6903";81930
"6904";63922
"6905";5926
"6906";389895
"6907";22995
"6908";126119
"6909";80823
"6910";3482
"6911";26127
"6912";6787
"6913";57661
"6914";124404
"6915";373
"6916";145282
"6917";1133
"6918";100287171
"6919";55652
"6920";57186
"6921";4117
"6922";79031
"6923";79726
"6924";80271
"6925";64928
"6926";10248
"6927";7434
"6928";401397
"6929";116143
"6930";4618
"6931";79088
"6932";8940
"6933";26301
"6934";114824
"6935";23184
"6936";64785
"6937";390431
"6938";56257
"6939";1953
"6940";27328
"6941";23204
"6942";84057
"6943";2255
"6944";8089
"6945";6862
"6946";3218
"6947";10205
"6948";23760
"6949";79147
"6950";51156
"6951";64983
"6952";4775
"6953";976
"6954";51069
"6955";79845
"6956";27087
"6957";28992
"6958";388552
"6959";10655
"6960";83707
"6961";57179
"6962";1812
"6963";6662
"6964";4593
"6965";22986
"6966";5283
"6967";30836
"6968";91050
"6969";89958
"6970";1056
"6971";84456
"6972";1407
"6973";388112
"6974";9880
"6975";2275
"6976";9968
"6977";85444
"6978";4683
"6979";401551
"6980";79989
"6981";146198
"6982";5042
"6983";339324
"6984";5578
"6985";2709
"6986";23141
"6987";442911
"6988";57715
"6989";11340
"6990";23542
"6991";55135
"6992";51231
"6993";154197
"6994";28998
"6995";8505
"6996";27113
"6997";8045
"6998";11041
"6999";629
"7000";374654
"7001";55647
"7002";10498
"7003";389434
"7004";2548
"7005";2779
"7006";406900
"7007";9104
"7008";128817
"7009";146059
"7010";3888
"7011";57633
"7012";84958
"7013";54940
"7014";2917
"7015";6048
"7016";10254
"7017";8323
"7018";10421
"7019";7110
"7020";7484
"7021";374403
"7022";378925
"7023";79075
"7024";4900
"7025";1020
"7026";55571
"7027";9896
"7028";64848
"7029";7073
"7030";100996758
"7031";5540
"7032";170394
"7033";2140
"7034";3995
"7035";1748
"7036";10294
"7037";582
"7038";51720
"7039";64083
"7040";55601
"7041";64779
"7042";87769
"7043";818
"7044";54972
"7045";541466
"7046";102723631
"7047";55511
"7048";101060211
"7049";26037
"7050";121006
"7051";55247
"7052";11158
"7053";23768
"7054";23397
"7055";65998
"7056";7075
"7057";735
"7058";9922
"7059";10490
"7060";9671
"7061";84279
"7062";389125
"7063";23567
"7064";7248
"7065";145264
"7066";345275
"7067";255738
"7068";4201
"7069";116085
"7070";89870
"7071";55100
"7072";64224
"7073";7884
"7074";79838
"7075";284656
"7076";4141
"7077";100996939
"7078";5689
"7079";9682
"7080";22795
"7081";2113
"7082";221302
"7083";10575
"7084";51337
"7085";1417
"7086";25927
"7087";117581
"7088";11281
"7089";1179
"7090";160418
"7091";6993
"7092";3931
"7093";9128
"7094";6441
"7095";84640
"7096";29964
"7097";84153
"7098";92749
"7099";55780
"7100";148113
"7101";11094
"7102";100129250
"7103";4324
"7104";79096
"7105";3565
"7106";9919
"7107";80006
"7108";152519
"7109";9441
"7110";4126
"7111";84912
"7112";161247
"7113";121536
"7114";9553
"7115";57223
"7116";4862
"7117";84447
"7118";7297
"7119";401466
"7120";56986
"7121";28972
"7122";55554
"7123";22858
"7124";115207
"7125";220213
"7126";25776
"7127";390992
"7128";9595
"7129";51449
"7130";3553
"7131";54920
"7132";5683
"7133";134510
"7134";100529261
"7135";2342
"7136";54987
"7137";4128
"7138";28955
"7139";1437
"7140";23133
"7141";4071
"7142";114900
"7143";56649
"7144";25996
"7145";10884
"7146";10782
"7147";56650
"7148";4706
"7149";1647
"7150";9746
"7151";10019
"7152";26249
"7153";160777
"7154";25833
"7155";10123
"7156";64318
"7157";8404
"7158";392490
"7159";340527
"7160";1911
"7161";6638
"7162";120356740
"7163";1353
"7164";9496
"7165";22877
"7166";56006
"7167";4736
"7168";157638
"7169";79187
"7170";493753
"7171";3257
"7172";57864
"7173";64798
"7174";54741
"7175";6561
"7176";118672
"7177";26985
"7178";79663
"7179";51559
"7180";344022
"7181";3101
"7182";971
"7183";7486
"7184";8747
"7185";8692
"7186";347733
"7187";4069
"7188";8241
"7189";89795
"7190";54839
"7191";26286
"7192";55578
"7193";152098
"7194";23371
"7195";3034
"7196";130502
"7197";643853
"7198";134353
"7199";167826
"7200";8871
"7201";389336
"7202";92922
"7203";478
"7204";83692
"7205";64072
"7206";84726
"7207";5455
"7208";7126
"7209";80270
"7210";8777
"7211";285051
"7212";6302
"7213";677809
"7214";389432
"7215";100132015
"7216";11095
"7217";8559
"7218";23601
"7219";55671
"7220";55703
"7221";26524
"7222";3973
"7223";84439
"7224";10370
"7225";100129669
"7226";285753
"7227";83719
"7228";147945
"7229";57094
"7230";9391
"7231";5165
"7232";10110
"7233";26272
"7234";9522
"7235";9802
"7236";134359
"7237";27109
"7238";5179
"7239";55593
"7240";11181
"7241";283578
"7242";501
"7243";23232
"7244";55268
"7245";55527
"7246";26032
"7247";284184
"7248";27163
"7249";60680
"7250";100505993
"7251";5947
"7252";4232
"7253";54947
"7254";5737
"7255";201973
"7256";375444
"7257";1041
"7258";219621
"7259";84290
"7260";6217
"7261";79038
"7262";203
"7263";340654
"7264";145581
"7265";49855
"7266";327657
"7267";5047
"7268";222229
"7269";65266
"7270";10584
"7271";25798
"7272";254359
"7273";445571
"7274";220869
"7275";644019
"7276";78989
"7277";5866
"7278";29855
"7279";5584
"7280";203054
"7281";339123
"7282";144811
"7283";79774
"7284";78991
"7285";7048
"7286";144501
"7287";133746
"7288";84992
"7289";55062
"7290";267010
"7291";11082
"7292";57017
"7293";392843
"7294";619554
"7295";10203
"7296";9868
"7297";220042
"7298";11334
"7299";9262
"7300";26959
"7301";92906
"7302";6376
"7303";374977
"7304";5243
"7305";132625
"7306";347475
"7307";5329
"7308";80243
"7309";3176
"7310";5608
"7311";23464
"7312";10112
"7313";6238
"7314";51225
"7315";25788
"7316";54816
"7317";9392
"7318";9394
"7319";64115
"7320";81671
"7321";3716
"7322";2519
"7323";10752
"7324";25871
"7325";399967
"7326";11346
"7327";5871
"7328";220963
"7329";51655
"7330";8737
"7331";2237
"7332";10804
"7333";1211
"7334";2274
"7335";63978
"7336";54517
"7337";767558
"7338";136319
"7339";6572
"7340";80031
"7341";5470
"7342";5076
"7343";6049
"7344";4861
"7345";9688
"7346";1666
"7347";79682
"7348";1244
"7349";79917
"7350";25824
"7351";677803
"7352";109617022
"7353";7216
"7354";168391
"7355";138065
"7356";7320
"7357";26267
"7358";10516
"7359";5711
"7360";345643
"7361";57184
"7362";6672
"7363";6059
"7364";1317
"7365";8659
"7366";63950
"7367";153657
"7368";8650
"7369";55966
"7370";26289
"7371";3006
"7372";81887
"7373";158401
"7374";402778
"7375";390058
"7376";9792
"7377";2203
"7378";3804
"7379";3802
"7380";3811
"7381";3809
"7382";3812
"7383";5803
"7384";114780
"7385";653308
"7386";25879
"7387";92610
"7388";65124
"7389";55084
"7390";200916
"7391";219539
"7392";730249
"7393";5879
"7394";63940
"7395";196264
"7396";56
"7397";100526783
"7398";348110
"7399";4151
"7400";648791
"7401";23543
"7402";259215
"7403";169436
"7404";154467
"7405";81928
"7406";92291
"7407";340351
"7408";65986
"7409";79728
"7410";81704
"7411";4613
"7412";119391
"7413";79004
"7414";81833
"7415";388585
"7416";55145
"7417";2298
"7418";653404
"7419";200350
"7420";54470
"7421";253832
"7422";5465
"7423";54541
"7424";64123
"7425";8521
"7426";57804
"7427";140612
"7428";57121
"7429";4345
"7430";84624
"7431";552891
"7432";11282
"7433";602
"7434";219986
"7435";154791
"7436";54927
"7437";9513
"7438";4142
"7439";406883
"7440";94031
"7441";149420
"7442";85440
"7443";5475
"7444";64377
"7445";8727
"7446";4340
"7447";54796
"7448";57104
"7449";91137
"7450";79158
"7451";353
"7452";50846
"7453";6793
"7454";51362
"7455";29966
"7456";1305
"7457";347442
"7458";9241
"7459";85007
"7460";4882
"7461";80830
"7462";4993
"7463";143630
"7464";145389
"7465";1755
"7466";50613
"7467";219870
"7468";138429
"7469";54797
"7470";23038
"7471";10775
"7472";79783
"7473";4067
"7474";201931
"7475";6876
"7476";285335
"7477";261734
"7478";51809
"7479";2100
"7480";338376
"7481";7520
"7482";54758
"7483";25852
"7484";3621
"7485";1159
"7486";548596
"7487";1315
"7488";1493
"7489";5896
"7490";6548
"7491";101340250
"7492";100124541
"7493";8533
"7494";55203
"7495";23261
"7496";9107
"7497";84125
"7498";79134
"7499";13
"7500";100132963
"7501";255027
"7502";389058
"7503";358
"7504";113277
"7505";284067
"7506";55662
"7507";219402
"7508";7026
"7509";23530
"7510";728637
"7511";9559
"7512";401265
"7513";79703
"7514";56269
"7515";84076
"7516";94121
"7517";387712
"7518";116337
"7519";55503
"7520";26053
"7521";3852
"7522";23478
"7523";7009
"7524";3788
"7525";7534
"7526";25805
"7527";647024
"7528";23213
"7529";114805
"7530";5331
"7531";91734
"7532";221749
"7533";407033
"7534";84875
"7535";9509
"7536";117246
"7537";55632
"7538";3010
"7539";7782
"7540";112483
"7541";57624
"7542";23268
"7543";55907
"7544";51292
"7545";763
"7546";387263
"7547";64101
"7548";1072
"7549";90952
"7550";2889
"7551";54540
"7552";286410
"7553";3853
"7554";57418
"7555";3709
"7556";51805
"7557";90993
"7558";93589
"7559";51691
"7560";2653
"7561";6594
"7562";55505
"7563";29915
"7564";670
"7565";2882
"7566";80705
"7567";79829
"7568";54432
"7569";51136
"7570";9070
"7571";374454
"7572";92935
"7573";55854
"7574";5051
"7575";83543
"7576";92399
"7577";151647
"7578";80737
"7579";64121
"7580";282809
"7581";54795
"7582";219736
"7583";2719
"7584";6327
"7585";319103
"7586";9760
"7587";151648
"7588";27067
"7589";10295
"7590";57210
"7591";4354
"7592";23392
"7593";8784
"7594";2783
"7595";4131
"7596";129787
"7597";148003
"7598";56891
"7599";79685
"7600";8411
"7601";94025
"7602";55294
"7603";51646
"7604";286144
"7605";9966
"7606";1439
"7607";29080
"7608";219743
"7609";5251
"7610";5921
"7611";387103
"7612";56896
"7613";7465
"7614";57148
"7615";9
"7616";158056
"7617";8242
"7618";8335
"7619";374354
"7620";387882
"7621";399693
"7622";23008
"7623";2784
"7624";7141
"7625";145873
"7626";5015
"7627";11116
"7628";152273
"7629";5153
"7630";728
"7631";257397
"7632";26257
"7633";5553
"7634";51298
"7635";4081
"7636";138882
"7637";3904
"7638";8785
"7639";9413
"7640";11154
"7641";23077
"7642";2979
"7643";9299
"7644";80256
"7645";7915
"7646";91445
"7647";9414
"7648";384
"7649";29781
"7650";493829
"7651";28970
"7652";169200
"7653";200734
"7654";7140
"7655";54434
"7656";5924
"7657";9812
"7658";8021
"7659";6510
"7660";127703
"7661";5533
"7662";4752
"7663";81792
"7664";166378
"7665";152189
"7666";666
"7667";9987
"7668";26009
"7669";1965
"7670";202
"7671";6473
"7672";54798
"7673";3305
"7674";6195
"7675";389207
"7676";5169
"7677";89891
"7678";3762
"7679";51304
"7680";9474
"7681";57562
"7682";473
"7683";2710
"7684";406907
"7685";1747
"7686";64116
"7687";144233
"7688";79925
"7689";2746
"7690";100134444
"7691";3628
"7692";654319
"7693";7436
"7694";57540
"7695";765
"7696";84870
"7697";64106
"7698";10642
"7699";2050
"7700";56623
"7701";3433
"7702";151112
"7703";5982
"7704";90135
"7705";56998
"7706";7122
"7707";4086
"7708";6801
"7709";324
"7710";55090
"7711";158067
"7712";55195
"7713";53944
"7714";10467
"7715";84059
"7716";2444
"7717";8898
"7718";9551
"7719";6392
"7720";10280
"7721";399665
"7722";5662
"7723";4641
"7724";10055
"7725";113174
"7726";8976
"7727";168090
"7728";6462
"7729";23508
"7730";91689
"7731";84541
"7732";64403
"7733";55030
"7734";7101
"7735";4176
"7736";9093
"7737";3049
"7738";9587
"7739";10068
"7740";22948
"7741";220323
"7742";285590
"7743";2790
"7744";129401
"7745";54913
"7746";2745
"7747";5832
"7748";677820
"7749";4122
"7750";359845
"7751";10211
"7752";6887
"7753";79581
"7754";154790
"7755";51397
"7756";1594
"7757";124454
"7758";1535
"7759";10923
"7760";440138
"7761";222553
"7762";153769
"7763";83480
"7764";29086
"7765";5532
"7766";123688
"7767";55290
"7768";5726
"7769";4825
"7770";10346
"7771";10536
"7772";51291
"7773";80198
"7774";203197
"7775";100302289
"7776";100505989
"7777";677806
"7778";10991
"7779";808
"7780";26797
"7781";8074
"7782";56926
"7783";84253
"7784";1237
"7785";643394
"7786";51684
"7787";84890
"7788";100130771
"7789";5309
"7790";84649
"7791";5875
"7792";388611
"7793";406917
"7794";90167
"7795";121599
"7796";2028
"7797";5368
"7798";5696
"7799";6648
"7800";84627
"7801";346689
"7802";5458
"7803";25973
"7804";27235
"7805";744
"7806";29114
"7807";695
"7808";219972
"7809";6534
"7810";1495
"7811";3084
"7812";51271
"7813";363
"7814";23138
"7815";406918
"7816";23091
"7817";11285
"7818";22985
"7819";6655
"7820";54556
"7821";11040
"7822";26030
"7823";221914
"7824";728588
"7825";353189
"7826";171425
"7827";11005
"7828";26128
"7829";83729
"7830";4676
"7831";55308
"7832";347168
"7833";84910
"7834";377677
"7835";90809
"7836";2637
"7837";9655
"7838";203069
"7839";5345
"7840";5134
"7841";8745
"7842";2162
"7843";7448
"7844";4477
"7845";7168
"7846";80178
"7847";79664
"7848";222234
"7849";89944
"7850";254956
"7851";29015
"7852";2044
"7853";4488
"7854";10998
"7855";219995
"7856";2339
"7857";285175
"7858";83452
"7859";126755
"7860";379
"7861";26534
"7862";2861
"7863";51460
"7864";23553
"7865";196051
"7866";7091
"7867";644943
"7868";80709
"7869";11278
"7870";25934
"7871";8518
"7872";23604
"7873";406931
"7874";147670
"7875";83605
"7876";10484
"7877";55588
"7878";170850
"7879";93517
"7880";10817
"7881";27092
"7882";55188
"7883";59336
"7884";317749
"7885";222068
"7886";103689915
"7887";220107
"7888";130940
"7889";64599
"7890";255231
"7891";646603
"7892";525
"7893";6660
"7894";83985
"7895";27136
"7896";346562
"7897";1381
"7898";54799
"7899";1797
"7900";132612
"7901";79748
"7902";100652824
"7903";207
"7904";1891
"7905";3421
"7906";219927
"7907";22845
"7908";114926
"7909";10970
"7910";3508
"7911";5322
"7912";57215
"7913";55655
"7914";1841
"7915";153642
"7916";677845
"7917";10256
"7918";1719
"7919";51411
"7920";1746
"7921";306
"7922";3070
"7923";155382
"7924";55192
"7925";55973
"7926";1136
"7927";144453
"7928";132332
"7929";4956
"7930";10881
"7931";9794
"7932";23062
"7933";7060
"7934";84250
"7935";79190
"7936";2101
"7937";26279
"7938";54676
"7939";6176
"7940";5550
"7941";920
"7942";390061
"7943";290
"7944";100033819
"7945";441670
"7946";154075
"7947";693183
"7948";55274
"7949";51316
"7950";4828
"7951";3984
"7952";79092
"7953";10050
"7954";5991
"7955";347240
"7956";114049
"7957";220382
"7958";57181
"7959";8216
"7960";115353
"7961";11074
"7962";254778
"7963";23493
"7964";51614
"7965";1545
"7966";392465
"7967";170384
"7968";3978
"7969";134218
"7970";92822
"7971";3416
"7972";375190
"7973";256586
"7974";730098
"7975";5176
"7976";55739
"7977";4846
"7978";8683
"7979";4627
"7980";406943
"7981";115727
"7982";92370
"7983";3566
"7984";79661
"7985";79833
"7986";1487
"7987";1175
"7988";474344
"7989";84275
"7990";51050
"7991";7284
"7992";100287898
"7993";6519
"7994";54510
"7995";51104
"7996";8295
"7997";63943
"7998";8611
"7999";4781
"8000";6653
"8001";57716
"8002";11226
"8003";124222
"8004";83690
"8005";5127
"8006";10988
"8007";28996
"8008";6834
"8009";366
"8010";57447
"8011";10179
"8012";132949
"8013";9745
"8014";79858
"8015";2977
"8016";80745
"8017";55821
"8018";1523
"8019";58489
"8020";9364
"8021";9421
"8022";2907
"8023";26123
"8024";80207
"8025";5158
"8026";1757
"8027";2918
"8028";26003
"8029";25888
"8030";54860
"8031";7480
"8032";130752
"8033";84913
"8034";6641
"8035";10761
"8036";492
"8037";7743
"8038";162540
"8039";63976
"8040";253827
"8041";91754
"8042";57338
"8043";950
"8044";377
"8045";51778
"8046";84304
"8047";2066
"8048";29882
"8049";138883
"8050";4437
"8051";7936
"8052";115557
"8053";8484
"8054";101927581
"8055";10946
"8056";79570
"8057";1892
"8058";135927
"8059";54956
"8060";83549
"8061";100130207
"8062";285362
"8063";64777
"8064";153918
"8065";23741
"8066";255374
"8067";9841
"8068";3266
"8069";5552
"8070";2707
"8071";5913
"8072";57128
"8073";51000
"8074";11107
"8075";642987
"8076";1793
"8077";56670
"8078";116534
"8079";55668
"8080";6538
"8081";285761
"8082";494336
"8083";90381
"8084";60675
"8085";287
"8086";57572
"8087";84277
"8088";222663
"8089";4118
"8090";4543
"8091";2175
"8092";51696
"8093";9168
"8094";197370
"8095";84154
"8096";7784
"8097";100130958
"8098";118924
"8099";8694
"8100";79958
"8101";92691
"8102";56995
"8103";84689
"8104";26050
"8105";54742
"8106";636
"8107";55343
"8108";2691
"8109";55589
"8110";9311
"8111";83641
"8112";79759
"8113";7027
"8114";3157
"8115";2166
"8116";80195
"8117";9723
"8118";26000
"8119";1033
"8120";29881
"8121";84446
"8122";917
"8123";5830
"8124";54512
"8125";84100
"8126";4146
"8127";11269
"8128";25928
"8129";4892
"8130";26133
"8131";7253
"8132";442721
"8133";121278
"8134";79665
"8135";84148
"8136";387787
"8137";26687
"8138";23011
"8139";92345
"8140";440097
"8141";28973
"8142";8360
"8143";9937
"8144";79170
"8145";6665
"8146";54928
"8147";448831
"8148";26045
"8149";23074
"8150";400451
"8151";267020
"8152";56681
"8153";79646
"8154";7005
"8155";80714
"8156";5075
"8157";55316
"8158";5718
"8159";256281
"8160";23495
"8161";283129
"8162";65268
"8163";387748
"8164";5878
"8165";9489
"8166";491
"8167";574443
"8168";84328
"8169";64577
"8170";440023
"8171";115209
"8172";389549
"8173";57720
"8174";7780
"8175";6935
"8176";57546
"8177";146279
"8178";11062
"8179";130497
"8180";79974
"8181";10565
"8182";7186
"8183";2318
"8184";8538
"8185";1879
"8186";53916
"8187";3340
"8188";400831
"8189";728489
"8190";80736
"8191";56288
"8192";442893
"8193";255783
"8194";51118
"8195";170261
"8196";80762
"8197";170370
"8198";9647
"8199";338094
"8200";5537
"8201";1847
